UMLClass,UMLEntity,UMLDescription,ConceptName,ConceptPreferredName,Classification,ConceptCode,ConceptDefinition,ConceptDefinitionSource,ModifiedDate,HumanVerified
ModelSection,ModelSection,,Section,Section,ObjectClass,C25668,A very thin slice (of tissue or mineral or other substance) for examination under a microscope.,NCI,,0
ModelSection,modelSectionId,,Model_System,Model System,Property,C16866,"A representation of something, often idealized or modified to make it conceptually easier to understand.",NCI,,0
ModelSection,modelSectionId,,Identified,Identified,Property,C25737,Having an identity known or established.,NCI,,0
ModelSection,modelSectionId,,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,0
ModelSection,modelSectionId,,Idaho,Idaho,Property,C43499,A state in the northern Rocky Mountains of western United States. Its capital is Boise.,NCI,,0
ModelSection,name,,Name,Name,Property,C25191,A word or group of words indicating the identity of a person usually consisting of a first (personal) name and a last (family) name with an optional middle name.  In some cultural traditions the family name comes first.,NCI,,0
ModelSection,name,,Name_Generic_Concept,Name,Property,C42614,The words or language units by which a thing is known.,NCI,,0
ModelSection,name,,Name,Name,Property,C25191,A word or group of words indicating the identity of a person usually consisting of a first (personal) name and a last (family) name with an optional middle name.  In some cultural traditions the family name comes first.,NCI,,0
ModelSection,name,,Name_Generic_Concept,Name,Property,C42614,The words or language units by which a thing is known.,NCI,,0
ModelSection,name,,Carney_Complex,Carney Syndrome,Property,C4705,,,,0
String,String,,String_Value,String,ObjectClass,C45253,An expression consisting of a linear sequence of symbols (characters or words or phrases).,NCI,,0
Long,Long,,Long,Long,ObjectClass,C25248,Of relatively great or greater than average spatial extension or temporal duration.,NCI,,0
Boolean,Boolean,,Boolean_Value,Boolean,ObjectClass,C45254,"The type of an expression with two possible values, ""true"" and ""false"". Also, a variable of Boolean type or a function with Boolean arguments or result. The most common Boolean functions are AND, OR and NOT. (http://foldoc.doc.ic.ac.uk/foldoc/foldoc.cgi?Boolean)",NCI,,0
Float,Float,,,,,,,,,0
Integer,Integer,,Integer,Integer,ObjectClass,C45255,An integer is a number with no fractional part.,NCI,,0
Double,Double,,,,,,,,,0
Date,Date,,Date,Date,ObjectClass,C25164,"The particular day, month and year an event will happen or has happened.",NCI,,0
Hashtable,Hashtable,,,,,,,,,0
Collection,Collection,,Collection,Collection,ObjectClass,C25453,The act of gathering things together.,NCI,,0
Clob,Clob,,,,,,,,,0
Xenograft,Xenograft,"This object describes to xenografts (implanting tissue or cell lines from a different species) and allografts (implanting tissue or cell lines form the same species). The grafts are transplanted in immuno-compromised animals where they grow and, depending on the graft material, form tumors.",Xenograft,Xenograft,ObjectClass,C12932,A graft transferred from an animal of one species to one of another species.,NCI,,0
Xenograft,administrativeSite,"Body part in which the graft was placed (intraperitoneal, sub-cutaneous).  ",Site,Site,Property,C37901,Position in relation to the surroundings.,NCI,,0
Xenograft,geneticManipulation,Description of the genetic manipulation of the parental cell line. ,Genetic,Genetic,Property,C17938,Having to do with information that is passed from parents to offspring through genes in sperm and egg cells.,NCI,,0
Xenograft,type,"Type of the graft (xenograft, allograft, fresh tissue or cell line). ",Type,Type,Property,C25284,A subdivision of a particular kind of thing.,NCI,,0
Xenograft,modificationDescription,Listing and description of modification methods related to the parental cell line. ,Description,Description,Property,C25365,A statement or an account describing something. (Bartleby.com),NCI,,0
Xenograft,parentalCellLineName,Name or designator of the parental cell line to be used in the experiment. ,Name,Name,Property,C25191,A word or group of words indicating the identity of a person usually consisting of a first (personal) name and a last (family) name with an optional middle name.  In some cultural traditions the family name comes first.,NCI,,0
Xenograft,name,Name of the xenograft/allograft model ,Name,Name,Property,C25191,A word or group of words indicating the identity of a person usually consisting of a first (personal) name and a last (family) name with an optional middle name.  In some cultural traditions the family name comes first.,NCI,,0
Xenograft,name,Name of the xenograft/allograft model ,Name_Generic_Concept,Name,Property,C42614,The words or language units by which a thing is known.,NCI,,0
Xenograft,name,Name of the xenograft/allograft model ,Name,Name,Property,C25191,A word or group of words indicating the identity of a person usually consisting of a first (personal) name and a last (family) name with an optional middle name.  In some cultural traditions the family name comes first.,NCI,,0
Xenograft,name,Name of the xenograft/allograft model ,Name_Generic_Concept,Name,Property,C42614,The words or language units by which a thing is known.,NCI,,0
Xenograft,name,Name of the xenograft/allograft model ,Carney_Complex,Carney Syndrome,Property,C4705,,,,0
Xenograft,ATTNumber,Unique identifier of a cell line in the American Type Culture Collection.,,,,,,,,0
Xenograft,cellAmount,Number or amount of cells transplanted into the animal.,Mouse_Cell_Types,Murine Cell Types,Property,C23442,"The smallest units of living structure capable of independent existence, composed of a membrane-enclosed mass of protoplasm and containing a nucleus or nucleoid. Cells are highly variable and specialized in both structure and function, though all must at some stage replicate proteins and nucleic acids, utilize energy, and reproduce themselves.",NCI,,0
Xenograft,cellAmount,Number or amount of cells transplanted into the animal.,Amount,Amount,Property,C25417,The total quantity or number.,NCI,,0
Xenograft,harvestDate,Number of days after transplantation when the tumor was harvested from the animal.,Date,Date,Property,C25164,"The particular day, month and year an event will happen or has happened.",NCI,,0
Xenograft,graftType,"Type of transplant e.g fresh tissue, cell line.",Graft_Dosage_Form,Graft Dosage Form,Property,C45416,A slip of skin or of other tissue for implantation.,FDA,,0
Xenograft,graftType,"Type of transplant e.g fresh tissue, cell line.",Mouse_Graft,Murine Graft,Property,C23911,"Transference of a tissue or organ, alive or dead, within an individual, between individuals of the same species, or between individuals of different species. (MSH98)",DBS-KEY,,0
Xenograft,graftType,"Type of transplant e.g fresh tissue, cell line.",Type,Type,Property,C25284,A subdivision of a particular kind of thing.,NCI,,0
Treatment,Treatment,Treatment for the pre-clinical trial / therapeutic experiment describing the dosages of the drug and the times of the treatment.,Treatment,Treatment,ObjectClass,C15368,An action or administration of therapeutic agents to produce an effect that is intended to alter the course of a pathologic process.,NCI,,0
Treatment,treatmentId,The object identifier.,Treatment,Treatment,Property,C15368,An action or administration of therapeutic agents to produce an effect that is intended to alter the course of a pathologic process.,NCI,,0
Treatment,treatmentId,The object identifier.,Identified,Identified,Property,C25737,Having an identity known or established.,NCI,,0
Treatment,treatmentId,The object identifier.,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,0
Treatment,treatmentId,The object identifier.,Idaho,Idaho,Property,C43499,A state in the northern Rocky Mountains of western United States. Its capital is Boise.,NCI,,0
Treatment,regimen,Times and intervals in which the drug was given. ,Treatment_Regimen,Treatment Regimen,Property,C15697,"A treatment plan that specifies the dosage, the schedule, and the duration of treatment.",NCI-GLOSS,,0
